                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    913,                0.56182,                0.47908,                 1.0432,                0.99439,                      1,                  0.995,                0.95333,                0.37125,                0.30758,                0.89217,             0.00054856,             0.00054856,             0.00054856
                    914,                0.53866,                0.46531,                 1.0319,                0.99445,                      1,                  0.995,                0.93763,                0.35684,                0.30715,                0.89138,             0.00054807,             0.00054807,             0.00054807
                    915,                0.57532,                0.44878,                 1.0626,                 0.9946,                      1,                  0.995,                0.93492,                0.35429,                0.29999,                0.89196,             0.00054757,             0.00054757,             0.00054757
                    916,                0.64863,                0.51665,                 1.1089,                0.99524,                      1,                  0.995,                0.94912,                0.34786,                0.29973,                0.88773,             0.00054707,             0.00054707,             0.00054707
                    917,                0.60722,                0.50158,                 1.0847,                0.99504,                      1,                  0.995,                0.94679,                0.35579,                0.30446,                0.88898,             0.00054658,             0.00054658,             0.00054658
                    918,                0.65171,                0.53487,                  1.078,                0.99456,                      1,                  0.995,                0.94142,                0.36503,                0.30941,                0.88855,             0.00054608,             0.00054608,             0.00054608
                    919,                0.57427,                0.50629,                 1.0411,                 0.9942,                      1,                  0.995,                0.95061,                0.35127,                0.30565,                0.88187,             0.00054559,             0.00054559,             0.00054559
                    920,                0.56341,                0.46207,                 1.0632,                0.99202,                      1,                  0.995,                0.96204,                0.34136,                0.30628,                0.87779,             0.00054509,             0.00054509,             0.00054509
                    921,                0.55469,                 0.4351,                 1.0225,                  0.993,                      1,                  0.995,                0.96416,                0.33556,                0.30185,                 0.8767,              0.0005446,              0.0005446,              0.0005446
                    922,                0.55538,                0.45347,                 1.0399,                0.99485,                0.99815,                  0.995,                0.95737,                0.33798,                0.30361,                0.87693,              0.0005441,              0.0005441,              0.0005441
                    923,                0.56158,                0.46654,                 1.0381,                0.99455,                0.99732,                  0.995,                0.95016,                0.34029,                0.30291,                0.87695,             0.00054361,             0.00054361,             0.00054361
                    924,                0.61692,                0.47498,                 1.0549,                0.99564,                0.99861,                  0.995,                0.94667,                 0.3457,                0.30357,                0.88176,             0.00054312,             0.00054312,             0.00054312
                    925,                0.58964,                0.49069,                 1.0703,                0.99531,                      1,                  0.995,                0.94949,                0.34615,                0.30249,                0.88448,             0.00054262,             0.00054262,             0.00054262
                    926,                0.62473,                0.51105,                 1.1096,                 0.9951,                      1,                  0.995,                0.96249,                0.33792,                0.29309,                0.88211,             0.00054212,             0.00054212,             0.00054212
                    927,                0.61874,                0.54855,                 1.1141,                0.99475,                      1,                  0.995,                0.96055,                0.35365,                0.30496,                0.88482,             0.00054163,             0.00054163,             0.00054163
                    928,                0.56891,                0.50055,                 1.0558,                0.99346,                      1,                  0.995,                0.95236,                0.35206,                0.31361,                0.88619,             0.00054114,             0.00054114,             0.00054114
                    929,                0.63264,                 0.5419,                   1.09,                0.99254,                      1,                  0.995,                0.96022,                0.33991,                 0.3071,                0.88228,             0.00054064,             0.00054064,             0.00054064
                    930,                0.57562,                0.48607,                 1.0504,                0.99344,                      1,                  0.995,                0.95552,                0.33838,                 0.3031,                 0.8807,             0.00054015,             0.00054015,             0.00054015
                    931,                0.64038,                0.56205,                 1.1115,                0.99418,                      1,                  0.995,                0.95073,                0.34919,                0.30492,                0.88242,             0.00053965,             0.00053965,             0.00053965
                    932,                0.54809,                0.46674,                 1.0259,                 0.9937,                      1,                  0.995,                0.94565,                0.35696,                0.30515,                0.88552,             0.00053915,             0.00053915,             0.00053915
                    933,                0.56245,                0.46713,                 1.0286,                0.99542,                      1,                  0.995,                0.94959,                0.35048,                0.30001,                 0.8837,             0.00053866,             0.00053866,             0.00053866
                    934,                0.53994,                0.44402,                 1.0444,                0.99471,                      1,                  0.995,                0.95945,                0.32714,                0.28745,                0.87821,             0.00053817,             0.00053817,             0.00053817
                    935,                0.55901,                0.47483,                 1.0407,                 0.9937,                      1,                  0.995,                 0.9567,                0.33325,                0.28934,                0.87957,             0.00053767,             0.00053767,             0.00053767
                    936,                0.53801,                0.41763,                  1.021,                0.99353,                      1,                  0.995,                0.95199,                0.34418,                0.29803,                0.88211,             0.00053717,             0.00053717,             0.00053717
                    937,                0.57462,                0.47414,                 1.0546,                0.99404,                      1,                  0.995,                0.94971,                 0.3433,                0.29961,                0.88118,             0.00053668,             0.00053668,             0.00053668
                    938,                0.58971,                0.49603,                 1.1064,                0.99215,                0.98889,                0.99437,                0.95164,                  0.338,                0.29777,                0.88127,             0.00053619,             0.00053619,             0.00053619
                    939,                0.58567,                0.47215,                 1.0729,                0.99198,                0.98889,                0.99437,                0.95425,                0.34428,                0.29569,                0.88435,             0.00053569,             0.00053569,             0.00053569
                    940,                  0.575,                0.45557,                 1.0395,                 0.9936,                0.98889,                0.99437,                0.95101,                0.37164,                0.30188,                0.89208,              0.0005352,              0.0005352,              0.0005352
                    941,                0.56242,                0.45857,                 1.0392,                0.99385,                0.98889,                0.99437,                0.94772,                0.36696,                0.30019,                0.89133,              0.0005347,              0.0005347,              0.0005347
                    942,                0.60224,                  0.505,                 1.1077,                0.99477,                      1,                  0.995,                0.95406,                0.35133,                0.29465,                0.89136,             0.00053421,             0.00053421,             0.00053421
                    943,                0.54482,                0.44871,                 1.0478,                0.99319,                      1,                  0.995,                0.95408,                0.34782,                0.28954,                0.89042,             0.00053371,             0.00053371,             0.00053371
                    944,                0.50617,                 0.4231,                 1.0032,                0.99426,                      1,                  0.995,                0.94953,                0.35667,                0.29705,                0.88781,             0.00053321,             0.00053321,             0.00053321
                    945,                0.56391,                0.49693,                 1.0741,                0.99477,                      1,                  0.995,                0.94863,                0.34997,                0.29185,                0.88499,             0.00053272,             0.00053272,             0.00053272
                    946,                0.56773,                0.47067,                 1.0678,                0.99388,                      1,                  0.995,                0.96359,                0.33121,                0.28922,                0.88046,             0.00053223,             0.00053223,             0.00053223
                    947,                0.50594,                0.46938,                 1.0151,                0.99255,                      1,                  0.995,                0.96306,                0.33793,                 0.2913,                0.88209,             0.00053173,             0.00053173,             0.00053173
                    948,                0.57026,                0.48833,                 1.0562,                 0.9935,                      1,                  0.995,                0.95992,                0.36033,                0.29626,                0.88533,             0.00053124,             0.00053124,             0.00053124
                    949,                0.57847,                0.47746,                 1.0617,                0.99437,                      1,                  0.995,                0.95862,                0.34663,                0.28989,                0.88087,             0.00053074,             0.00053074,             0.00053074
                    950,                0.55171,                0.45579,                 1.0489,                0.99538,                      1,                  0.995,                0.95881,                0.34049,                  0.286,                0.88184,             0.00053025,             0.00053025,             0.00053025
                    951,                0.53925,                0.45843,                 1.0384,                0.99539,                0.99863,                  0.995,                0.95882,                0.34283,                  0.287,                0.88279,             0.00052975,             0.00052975,             0.00052975
                    952,                0.52808,                0.43957,                 1.0177,                0.99541,                0.99814,                  0.995,                0.95247,                0.35342,                0.28569,                0.88424,             0.00052925,             0.00052925,             0.00052925
                    953,                0.54429,                0.46755,                 1.0086,                 0.9948,                      1,                  0.995,                0.95577,                0.34087,                0.28271,                0.88029,             0.00052876,             0.00052876,             0.00052876
                    954,                0.56146,                0.48805,                 1.0621,                0.99409,                      1,                  0.995,                0.95266,                0.33172,                0.27738,                0.87642,             0.00052827,             0.00052827,             0.00052827
                    955,                 0.5617,                0.47401,                 1.0569,                0.99461,                      1,                  0.995,                0.95317,                0.33389,                0.28051,                0.87708,             0.00052777,             0.00052777,             0.00052777
                    956,                0.55536,                0.42539,                 1.0574,                 0.9957,                      1,                  0.995,                0.94429,                0.36898,                0.29341,                0.88857,             0.00052727,             0.00052727,             0.00052727
                    957,                0.55177,                 0.4576,                 1.0402,                0.99574,                      1,                  0.995,                0.94383,                0.36331,                0.28979,                0.88716,             0.00052678,             0.00052678,             0.00052678
                    958,                0.56859,                0.49096,                 1.0566,                0.99496,                      1,                  0.995,                0.94861,                0.33455,                0.29222,                0.88045,             0.00052629,             0.00052629,             0.00052629
                    959,                0.59949,                0.49396,                 1.0937,                0.99392,                      1,                  0.995,                0.94353,                0.34551,                0.29548,                0.88295,             0.00052579,             0.00052579,             0.00052579
                    960,                0.54497,                0.46133,                 1.0579,                 0.9934,                      1,                  0.995,                 0.9453,                0.33916,                0.29255,                 0.8806,             0.00052529,             0.00052529,             0.00052529
                    961,                0.52036,                 0.4323,                 1.0088,                0.99471,                      1,                  0.995,                0.95275,                0.32416,                0.28616,                0.87842,              0.0005248,              0.0005248,              0.0005248
                    962,                0.57411,                0.49561,                 1.0673,                0.99475,                      1,                  0.995,                0.95096,                0.33567,                0.28463,                0.88267,             0.00052431,             0.00052431,             0.00052431
                    963,                0.53838,                0.43663,                 1.0416,                0.99411,                      1,                  0.995,                0.94969,                0.33845,                0.28253,                0.88524,             0.00052381,             0.00052381,             0.00052381
                    964,                0.55983,                0.46996,                 1.0571,                0.99266,                      1,                  0.995,                 0.9527,                0.33865,                0.29086,                0.88981,             0.00052331,             0.00052331,             0.00052331
                    965,                 0.6444,                0.55504,                 1.1051,                0.99104,                      1,                  0.995,                0.95116,                0.35029,                 0.2947,                 0.8934,             0.00052282,             0.00052282,             0.00052282
                    966,                 0.5499,                 0.4335,                 1.0288,                0.98913,                0.99919,                  0.995,                0.95392,                0.34819,                0.29623,                0.89156,             0.00052233,             0.00052233,             0.00052233
                    967,                 0.5515,                0.43061,                 1.0199,                0.98945,                0.99859,                  0.995,                 0.9561,                0.34454,                 0.3034,                0.89066,             0.00052183,             0.00052183,             0.00052183
                    968,                0.56064,                0.47277,                  1.053,                0.99155,                      1,                  0.995,                0.95141,                0.33723,                 0.2987,                0.88708,             0.00052134,             0.00052134,             0.00052134
                    969,                0.55275,                0.45758,                 1.0507,                0.99158,                      1,                  0.995,                0.96079,                0.32979,                0.29366,                0.88227,             0.00052084,             0.00052084,             0.00052084
                    970,                0.57534,                0.46318,                  1.046,                0.99268,                      1,                  0.995,                0.96405,                0.32532,                0.28288,                0.87806,             0.00052035,             0.00052035,             0.00052035
                    971,                0.58331,                0.49383,                 1.0721,                0.99351,                      1,                  0.995,                0.96786,                0.31625,                0.27994,                0.87681,             0.00051985,             0.00051985,             0.00051985
                    972,                0.53213,                 0.4467,                 1.0228,                0.99442,                      1,                  0.995,                0.95772,                0.33014,                0.27708,                0.87797,             0.00051935,             0.00051935,             0.00051935
                    973,                0.56414,                0.45819,                 1.0431,                0.99487,                      1,                  0.995,                0.96002,                0.32587,                0.27417,                0.87534,             0.00051886,             0.00051886,             0.00051886
                    974,                0.55527,                0.44479,                  1.028,                0.99539,                      1,                  0.995,                0.95259,                0.33389,                0.27317,                0.87311,             0.00051837,             0.00051837,             0.00051837
                    975,                0.53306,                0.45163,                 1.0239,                0.99541,                      1,                  0.995,                0.95055,                0.34715,                0.28089,                0.87405,             0.00051787,             0.00051787,             0.00051787
                    976,                0.59182,                0.48675,                 1.0663,                0.99507,                      1,                  0.995,                0.94129,                0.36739,                0.28547,                0.88237,             0.00051737,             0.00051737,             0.00051737
                    977,                0.47976,                0.40323,                0.97883,                0.99501,                      1,                  0.995,                0.94754,                 0.3542,                0.28142,                0.87927,             0.00051688,             0.00051688,             0.00051688
                    978,                0.51822,                0.43658,                 1.0045,                0.99511,                      1,                  0.995,                0.95831,                0.34949,                0.28251,                0.87638,             0.00051639,             0.00051639,             0.00051639
                    979,                 0.5861,                 0.4667,                 1.0615,                0.99469,                      1,                  0.995,                 0.9538,                0.34383,                0.27986,                0.87518,             0.00051589,             0.00051589,             0.00051589
                    980,                0.57562,                0.44202,                 1.0585,                0.99492,                      1,                  0.995,                0.94068,                0.36701,                0.29191,                0.88698,             0.00051539,             0.00051539,             0.00051539
                    981,                0.57537,                0.45125,                 1.0442,                0.99576,                      1,                  0.995,                0.94271,                0.35562,                0.28681,                0.88397,              0.0005149,              0.0005149,              0.0005149
                    982,                0.54818,                0.43394,                 1.0131,                0.99517,                      1,                  0.995,                0.95811,                0.33937,                0.27584,                0.87488,             0.00051441,             0.00051441,             0.00051441
                    983,                0.54385,                 0.4738,                 1.0279,                0.99556,                      1,                  0.995,                0.95031,                0.33701,                0.27716,                  0.872,             0.00051391,             0.00051391,             0.00051391
                    984,                0.53519,                0.44649,                 1.0372,                0.99512,                      1,                  0.995,                0.94982,                0.33463,                0.28087,                0.87015,             0.00051341,             0.00051341,             0.00051341
                    985,                0.55637,                0.43711,                 1.0256,                0.99466,                      1,                  0.995,                0.95462,                0.33612,                0.27724,                0.87178,             0.00051292,             0.00051292,             0.00051292
                    986,                0.54703,                0.45119,                 1.0528,                0.99349,                      1,                  0.995,                0.95731,                0.32278,                0.26583,                 0.8701,             0.00051243,             0.00051243,             0.00051243
                    987,                0.53978,                0.41359,                 1.0466,                0.99277,                      1,                  0.995,                0.95785,                0.31427,                0.26697,                0.86739,             0.00051193,             0.00051193,             0.00051193
                    988,                0.52734,                0.43266,                 1.0176,                0.99189,                      1,                  0.995,                0.95051,                0.31938,                0.27642,                0.86878,             0.00051143,             0.00051143,             0.00051143
                    989,                0.57089,                0.44051,                 1.0592,                0.99183,                      1,                  0.995,                 0.9441,                0.32331,                0.28039,                0.86959,             0.00051094,             0.00051094,             0.00051094
                    990,                0.62061,                0.54818,                 1.0944,                0.99197,                      1,                  0.995,                0.95514,                0.33989,                 0.2852,                0.87475,             0.00051044,             0.00051044,             0.00051044
                    991,                0.59071,                0.46768,                 1.0778,                0.99236,                      1,                  0.995,                0.95061,                 0.3472,                0.28686,                0.87721,             0.00050995,             0.00050995,             0.00050995
                    992,                0.54544,                0.43803,                 1.0373,                0.99253,                      1,                  0.995,                 0.9347,                0.36827,                0.29814,                0.88191,             0.00050945,             0.00050945,             0.00050945
                    993,                0.54682,                0.45635,                 1.0552,                0.99331,                      1,                  0.995,                 0.9294,                0.37663,                0.30326,                0.88578,             0.00050896,             0.00050896,             0.00050896
                    994,                0.50617,                0.44946,                      1,                0.99351,                      1,                  0.995,                0.96271,                0.30742,                0.27254,                0.87097,             0.00050847,             0.00050847,             0.00050847
                    995,                0.53619,                0.45197,                   1.06,                0.99295,                      1,                  0.995,                0.96979,                0.29635,                0.26437,                0.86881,             0.00050797,             0.00050797,             0.00050797
                    996,                0.51459,                0.42287,                0.99622,                 0.9927,                      1,                  0.995,                0.94228,                0.33444,                0.27854,                0.87867,             0.00050747,             0.00050747,             0.00050747
                    997,                0.53823,                0.42865,                 1.0466,                 0.9925,                      1,                  0.995,                0.95158,                 0.3301,                0.27313,                0.87821,             0.00050698,             0.00050698,             0.00050698
                    998,                 0.6196,                0.50244,                 1.1048,                 0.9929,                      1,                  0.995,                0.95202,                0.32842,                0.27415,                0.87628,             0.00050649,             0.00050649,             0.00050649
                    999,                0.56525,                0.43699,                 1.0525,                0.99343,                      1,                  0.995,                0.95616,                 0.3228,                0.27401,                0.87307,             0.00050599,             0.00050599,             0.00050599
                   1000,                0.57522,                0.47463,                 1.0779,                0.99457,                      1,                  0.995,                0.96438,                0.30958,                0.26981,                0.86746,             0.00050549,             0.00050549,             0.00050549
                   1001,                0.51002,                0.41351,                 1.0143,                0.99469,                      1,                  0.995,                0.96053,                0.31379,                 0.2695,                 0.8667,               0.000505,               0.000505,               0.000505
                   1002,                0.52842,                0.46389,                 1.0501,                0.99437,                      1,                  0.995,                0.96259,                0.31995,                0.26812,                0.87025,             0.00050451,             0.00050451,             0.00050451
                   1003,                0.54055,                0.44261,                 1.0253,                0.99391,                      1,                  0.995,                0.97076,                0.30616,                0.26419,                0.86719,             0.00050401,             0.00050401,             0.00050401
                   1004,                0.61115,                 0.5177,                   1.09,                  0.994,                      1,                  0.995,                0.96342,                0.31729,                 0.2766,                 0.8721,             0.00050352,             0.00050352,             0.00050352
                   1005,                0.54661,                0.43944,                 1.0244,                0.99434,                      1,                  0.995,                0.95791,                0.32274,                0.27998,                  0.874,             0.00050302,             0.00050302,             0.00050302
                   1006,                0.57591,                0.49459,                 1.0558,                0.99422,                      1,                  0.995,                0.95931,                0.30793,                0.27325,                0.87087,             0.00050252,             0.00050252,             0.00050252
                   1007,                0.54716,                0.46903,                  1.049,                0.99462,                      1,                  0.995,                0.96011,                 0.3039,                0.26533,                0.87133,             0.00050203,             0.00050203,             0.00050203
                   1008,                0.57608,                0.47108,                 1.0607,                0.99534,                      1,                  0.995,                0.94963,                0.33289,                0.26416,                0.87968,             0.00050154,             0.00050154,             0.00050154
                   1009,                0.58142,                0.47478,                 1.0843,                0.99475,                      1,                  0.995,                0.95215,                0.35026,                0.26885,                0.88578,             0.00050104,             0.00050104,             0.00050104
                   1010,                0.55936,                0.42414,                 1.0451,                 0.9946,                      1,                  0.995,                 0.9593,                0.32489,                0.27722,                 0.8808,             0.00050055,             0.00050055,             0.00050055
                   1011,                 0.6319,                0.50296,                  1.099,                0.99525,                      1,                  0.995,                0.95995,                0.31349,                0.27094,                0.87614,             0.00050005,             0.00050005,             0.00050005
                   1012,                0.52776,                0.44774,                 1.0166,                0.99486,                      1,                  0.995,                0.96597,                0.31269,                 0.2772,                0.87338,             0.00049956,             0.00049956,             0.00049956
                   1013,                0.52205,                0.43774,                 1.0243,                0.99494,                      1,                  0.995,                0.97042,                0.31006,                0.28115,                0.87093,             0.00049906,             0.00049906,             0.00049906
                   1014,                0.53343,                0.41951,                 1.0042,                0.99521,                      1,                  0.995,                0.96305,                0.32226,                0.27703,                0.87104,             0.00049857,             0.00049857,             0.00049857
                   1015,                0.53234,                0.44914,                 1.0187,                0.99548,                      1,                  0.995,                0.96694,                0.32097,                0.27038,                0.86864,             0.00049807,             0.00049807,             0.00049807
                   1016,                0.55005,                0.42775,                 1.0104,                0.99552,                      1,                  0.995,                0.96344,                0.31556,                0.25748,                0.86659,             0.00049758,             0.00049758,             0.00049758
                   1017,                0.49539,                0.41091,                 1.0012,                0.99548,                      1,                  0.995,                0.96475,                0.31718,                0.25764,                0.86837,             0.00049708,             0.00049708,             0.00049708
                   1018,                0.53082,                0.46597,                 1.0358,                0.99574,                      1,                  0.995,                0.95323,                0.32053,                0.26072,                 0.8717,             0.00049659,             0.00049659,             0.00049659
                   1019,                 0.5444,                0.44524,                 1.0457,                0.99576,                      1,                  0.995,                0.95832,                0.31664,                0.25845,                0.87009,             0.00049609,             0.00049609,             0.00049609
                   1020,                0.58771,                0.47425,                 1.0556,                0.99537,                      1,                  0.995,                0.95817,                0.35448,                 0.2696,                 0.8788,              0.0004956,              0.0004956,              0.0004956
                   1021,                0.51614,                0.42366,                0.99331,                0.99513,                      1,                  0.995,                 0.9718,                0.32702,                 0.2618,                0.87157,              0.0004951,              0.0004951,              0.0004951
                   1022,                0.52063,                0.44408,                 0.9856,                0.99404,                      1,                  0.995,                0.97394,                0.29887,                0.25895,                 0.8613,             0.00049461,             0.00049461,             0.00049461
                   1023,                0.54896,                0.46499,                 1.0647,                 0.9943,                      1,                  0.995,                0.96671,                0.30258,                0.26035,                0.86167,             0.00049411,             0.00049411,             0.00049411
                   1024,                0.53453,                0.46841,                 1.0211,                0.99491,                      1,                  0.995,                0.96033,                0.31908,                0.26218,                0.86501,             0.00049361,             0.00049361,             0.00049361
                   1025,                0.56631,                0.48009,                 1.0404,                0.99495,                      1,                  0.995,                0.96122,                0.31399,                0.26163,                0.86324,             0.00049312,             0.00049312,             0.00049312
                   1026,                0.53947,                0.46461,                 1.0368,                0.99384,                      1,                  0.995,                0.96905,                0.29983,                0.26152,                0.85881,             0.00049263,             0.00049263,             0.00049263
                   1027,                0.52912,                0.44296,                 1.0001,                0.99407,                      1,                  0.995,                0.96675,                0.30693,                0.26563,                0.86105,             0.00049213,             0.00049213,             0.00049213
                   1028,                0.58834,                0.47542,                 1.0679,                0.99484,                      1,                  0.995,                0.97025,                0.30918,                0.27002,                0.86576,             0.00049164,             0.00049164,             0.00049164
                   1029,                0.50883,                0.45483,                 1.0118,                0.99489,                      1,                  0.995,                0.96821,                0.31383,                0.26791,                0.86616,             0.00049114,             0.00049114,             0.00049114
                   1030,                0.53871,                0.43808,                  1.047,                0.99451,                      1,                  0.995,                0.96563,                0.31649,                0.26889,                0.86642,             0.00049065,             0.00049065,             0.00049065
                   1031,                0.54055,                0.43381,                 1.0255,                0.99399,                      1,                  0.995,                0.96609,                0.30919,                0.26237,                0.86478,             0.00049015,             0.00049015,             0.00049015
                   1032,                 0.4802,                0.42121,                 1.0182,                 0.9943,                      1,                  0.995,                0.95822,                0.32615,                0.26074,                0.86563,             0.00048966,             0.00048966,             0.00048966
                   1033,                0.56859,                0.47359,                 1.0688,                0.99426,                      1,                  0.995,                0.95608,                0.32587,                0.25882,                0.86376,             0.00048916,             0.00048916,             0.00048916
                   1034,                0.49002,                0.41021,                 1.0373,                0.99536,                      1,                  0.995,                0.96807,                0.30597,                0.25079,                 0.8567,             0.00048867,             0.00048867,             0.00048867
                   1035,                0.55973,                0.47599,                 1.0563,                 0.9948,                      1,                  0.995,                0.96597,                0.30702,                0.25793,                0.85681,             0.00048817,             0.00048817,             0.00048817
                   1036,                0.58616,                0.52815,                 1.0852,                0.99454,                      1,                  0.995,                0.95367,                 0.3316,                0.26758,                0.86451,             0.00048768,             0.00048768,             0.00048768
                   1037,                0.51879,                0.43983,                 1.0226,                0.99452,                      1,                  0.995,                0.96074,                0.33066,                0.27243,                0.86424,             0.00048718,             0.00048718,             0.00048718
                   1038,                0.54929,                0.47069,                 1.0477,                0.99441,                      1,                  0.995,                0.96058,                0.32827,                0.27156,                0.86619,             0.00048669,             0.00048669,             0.00048669
                   1039,                 0.5637,                0.46901,                 1.0502,                0.99458,                      1,                  0.995,                 0.9586,                0.32969,                0.27285,                0.86843,             0.00048619,             0.00048619,             0.00048619
                   1040,                0.54695,                0.45415,                 1.0359,                0.99599,                      1,                  0.995,                 0.9684,                0.32187,                0.26669,                0.87036,              0.0004857,              0.0004857,              0.0004857
                   1041,                0.49711,                0.41281,                 1.0196,                0.99582,                      1,                  0.995,                0.96469,                0.31311,                0.26644,                0.86851,              0.0004852,              0.0004852,              0.0004852
                   1042,                0.54969,                 0.4395,                 1.0017,                0.99598,                      1,                  0.995,                0.95751,                 0.3159,                0.26562,                0.86682,             0.00048471,             0.00048471,             0.00048471
                   1043,                0.51028,                0.43076,                 1.0252,                0.99593,                      1,                  0.995,                0.96357,                0.31379,                0.26825,                0.86738,             0.00048421,             0.00048421,             0.00048421
                   1044,                0.50666,                0.42085,                  1.003,                0.99578,                      1,                  0.995,                0.97047,                0.30827,                0.27005,                0.86716,             0.00048372,             0.00048372,             0.00048372
                   1045,                0.51972,                0.43177,                 1.0082,                0.99548,                      1,                  0.995,                0.96764,                0.31369,                0.27155,                0.86716,             0.00048322,             0.00048322,             0.00048322
                   1046,                0.57936,                0.48122,                 1.0672,                0.99444,                      1,                  0.995,                 0.9586,                0.33958,                0.27787,                0.87499,             0.00048273,             0.00048273,             0.00048273
