                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    185,                 1.3691,                 1.1854,                 1.7186,                0.88258,                0.95766,                0.98782,                0.73623,                 1.0213,                0.96307,                 1.5482,             0.00090892,             0.00090892,             0.00090892
                    186,                 1.4152,                 1.2369,                 1.8177,                0.80303,                0.97493,                0.98309,                0.67992,                 1.1155,                  1.027,                 1.6113,             0.00090842,             0.00090842,             0.00090842
                    187,                 1.3497,                 1.2785,                 1.7387,                0.85476,                0.98682,                0.99049,                 0.6509,                  1.185,                0.97596,                 1.5971,             0.00090793,             0.00090793,             0.00090793
                    188,                 1.2609,                 1.2669,                 1.6969,                0.93595,                0.95555,                0.97634,                0.59512,                 1.3579,                 1.1984,                 1.6544,             0.00090744,             0.00090744,             0.00090744
                    189,                 1.2124,                 1.1996,                 1.6258,                0.89177,                0.95279,                0.96835,                0.67721,                 1.1298,                 1.0901,                 1.4857,             0.00090694,             0.00090694,             0.00090694
                    190,                 1.2799,                 1.1827,                 1.6361,                0.86774,                 0.9283,                 0.9858,                0.71343,                 1.0339,                 1.0987,                 1.5438,             0.00090644,             0.00090644,             0.00090644
                    191,                 1.3083,                 1.1858,                 1.7114,                0.75674,                 0.9242,                0.96385,                0.69903,                 1.0202,                 1.1528,                 1.5527,             0.00090595,             0.00090595,             0.00090595
                    192,                 1.2648,                   1.15,                 1.6124,                0.78313,                 0.9442,                0.93371,                0.70469,                0.94677,                 1.0429,                 1.4543,             0.00090545,             0.00090545,             0.00090545
                    193,                 1.2643,                 1.0819,                 1.6358,                0.92738,                 0.9335,                0.97607,                0.74791,                 0.9301,                0.86742,                 1.4202,             0.00090496,             0.00090496,             0.00090496
                    194,                  1.231,                 1.1231,                 1.6042,                0.87871,                0.94716,                0.98209,                0.76272,                0.93812,                0.93986,                 1.4001,             0.00090447,             0.00090447,             0.00090447
                    195,                 1.2251,                 1.2437,                 1.6659,                0.87389,                0.95784,                0.97646,                 0.7736,                0.91713,                0.92469,                 1.4179,             0.00090397,             0.00090397,             0.00090397
                    196,                 1.3018,                 1.1775,                 1.7012,                0.91303,                0.98095,                0.98907,                0.75897,                0.95923,                0.87641,                 1.4583,             0.00090347,             0.00090347,             0.00090347
                    197,                 1.2328,                 1.1152,                 1.6703,                0.93045,                0.97997,                0.98717,                0.74636,                 1.0044,                 0.9043,                 1.4907,             0.00090298,             0.00090298,             0.00090298
                    198,                 1.1769,                  1.048,                 1.5871,                0.89394,                0.93508,                0.98322,                0.72291,                 1.1044,                0.97067,                 1.5672,             0.00090248,             0.00090248,             0.00090248
                    199,                 1.2417,                 1.1705,                 1.6413,                0.87617,                0.97218,                0.98647,                0.71743,                 1.0983,                0.96395,                 1.5603,             0.00090199,             0.00090199,             0.00090199
                    200,                 1.2876,                 1.1312,                 1.6694,                0.97201,                0.99287,                0.99365,                0.72562,                0.97628,                0.93739,                 1.4719,             0.00090149,             0.00090149,             0.00090149
                    201,                 1.1925,                 1.1017,                 1.6068,                0.98406,                0.99126,                0.99438,                0.71594,                 1.0241,                0.97766,                 1.5145,               0.000901,               0.000901,               0.000901
                    202,                 1.1834,                 1.0782,                 1.5997,                0.96122,                0.93953,                0.99438,                0.73083,                 1.0703,                0.91413,                 1.5336,             0.00090051,             0.00090051,             0.00090051
                    203,                 1.2433,                 1.1945,                 1.6677,                0.84993,                0.88773,                 0.9882,                0.72041,                  1.058,                 1.0193,                 1.5033,             0.00090001,             0.00090001,             0.00090001
                    204,                 1.2199,                 1.1216,                 1.5707,                 0.8591,                0.88767,                0.96495,                0.71043,                 1.0104,                  1.051,                 1.4247,             0.00089951,             0.00089951,             0.00089951
                    205,                 1.2515,                 1.1656,                  1.631,                 0.9471,                 0.9808,                  0.995,                0.76641,                0.93123,                0.84465,                 1.3761,             0.00089902,             0.00089902,             0.00089902
                    206,                 1.2128,                 1.1224,                 1.6306,                0.89543,                0.99162,                0.99052,                0.70688,                 1.0381,                0.93847,                 1.4768,             0.00089853,             0.00089853,             0.00089853
                    207,                 1.1851,                 1.0959,                 1.5851,                0.91257,                0.99437,                0.99229,                 0.7664,                0.88925,                0.93467,                 1.3841,             0.00089803,             0.00089803,             0.00089803
                    208,                  1.216,                  1.127,                  1.583,                0.97142,                0.98819,                0.99437,                0.77108,                0.90018,                0.84776,                 1.3578,             0.00089753,             0.00089753,             0.00089753
                    209,                 1.3263,                 1.2059,                 1.6829,                0.93722,                0.97412,                 0.9932,                0.74974,                0.95818,                0.87801,                 1.4296,             0.00089704,             0.00089704,             0.00089704
                    210,                 1.2818,                 1.2248,                 1.7016,                0.92417,                0.96602,                0.99242,                0.77037,                0.93069,                0.83258,                 1.4112,             0.00089654,             0.00089654,             0.00089654
                    211,                 1.2735,                 1.2136,                 1.6356,                0.93246,                0.99943,                0.99256,                0.76668,                 0.9113,                 0.8024,                 1.3887,             0.00089605,             0.00089605,             0.00089605
                    212,                 1.2171,                 1.0202,                 1.5868,                0.95739,                0.97923,                   0.99,                0.74443,                0.96213,                0.80659,                 1.4245,             0.00089556,             0.00089556,             0.00089556
                    213,                 1.2167,                 1.1785,                 1.6193,                0.95205,                0.98192,                0.98854,                 0.7367,                0.99928,                 0.8103,                 1.4418,             0.00089506,             0.00089506,             0.00089506
                    214,                 1.2113,                 1.1216,                 1.5603,                 0.9503,                0.96698,                0.99302,                0.72208,                  1.074,                0.83532,                 1.4854,             0.00089456,             0.00089456,             0.00089456
                    215,                 1.2401,                  1.176,                 1.6135,                0.97134,                0.96788,                0.99438,                0.74655,                0.99664,                0.80757,                 1.4164,             0.00089407,             0.00089407,             0.00089407
                    216,                 1.1853,                 1.0711,                 1.5627,                0.96613,                0.96436,                0.99208,                0.72351,                 1.0265,                0.84895,                 1.4475,             0.00089358,             0.00089358,             0.00089358
                    217,                  1.237,                 1.1193,                 1.6541,                0.95421,                0.97809,                0.99375,                0.73921,                0.96128,                0.80044,                 1.3881,             0.00089308,             0.00089308,             0.00089308
                    218,                  1.204,                 1.0849,                 1.5888,                0.93864,                0.98566,                0.98021,                0.76483,                0.92231,                 0.7943,                 1.3267,             0.00089258,             0.00089258,             0.00089258
                    219,                 1.1373,                 1.0664,                 1.5281,                0.95801,                0.98135,                0.98193,                0.76286,                0.90438,                0.82729,                 1.3267,             0.00089209,             0.00089209,             0.00089209
                    220,                 1.1904,                 1.0304,                 1.5817,                0.94118,                0.98398,                0.97984,                0.75546,                0.90131,                0.86226,                 1.3628,             0.00089159,             0.00089159,             0.00089159
                    221,                 1.1655,                 1.0127,                 1.5793,                0.94611,                0.97396,                 0.9812,                 0.7447,                0.96342,                0.83456,                 1.3882,              0.0008911,              0.0008911,              0.0008911
                    222,                 1.3311,                 1.1187,                 1.6798,                0.96992,                0.98496,                0.99375,                 0.7572,                 1.0058,                0.80313,                 1.3916,             0.00089061,             0.00089061,             0.00089061
                    223,                 1.2323,                0.97115,                 1.5688,                0.95756,                0.98066,                0.99365,                0.80291,                0.86451,                0.80992,                 1.3666,             0.00089011,             0.00089011,             0.00089011
                    224,                 1.1325,                0.98692,                 1.5608,                0.92306,                0.95016,                 0.9893,                0.73927,                 1.0397,                0.93265,                 1.5089,             0.00088961,             0.00088961,             0.00088961
                    225,                 1.2364,                 1.0654,                 1.6423,                0.93377,                0.96908,                 0.9912,                0.78454,                0.92837,                0.86883,                 1.4155,             0.00088912,             0.00088912,             0.00088912
                    226,                 1.1881,                 1.0026,                 1.5516,                0.96224,                0.95195,                0.99139,                0.75308,                 1.0271,                0.83493,                 1.4052,             0.00088862,             0.00088862,             0.00088862
                    227,                 1.1852,                 1.0708,                 1.5401,                0.93196,                0.99019,                 0.9911,                 0.7475,                 1.0252,                 0.8033,                 1.4063,             0.00088813,             0.00088813,             0.00088813
                    228,                 1.1358,                0.96876,                 1.5366,                0.90732,                0.99452,                0.99045,                0.78248,                0.90275,                0.79055,                 1.3678,             0.00088764,             0.00088764,             0.00088764
                    229,                 1.2382,                 1.1048,                 1.6224,                0.92129,                0.93487,                0.98853,                0.77574,                0.91351,                0.84577,                 1.3649,             0.00088714,             0.00088714,             0.00088714
                    230,                 1.1472,                 1.0262,                 1.5469,                 0.8812,                0.95458,                0.98983,                0.76476,                0.90934,                0.87269,                 1.3671,             0.00088664,             0.00088664,             0.00088664
                    231,                 1.1861,                 1.0443,                 1.5887,                 0.9147,                0.98862,                0.99437,                0.78439,                0.91908,                0.78264,                   1.38,             0.00088615,             0.00088615,             0.00088615
                    232,                 1.1335,                 1.0409,                 1.5555,                0.96345,                0.98101,                0.99227,                0.76633,                0.95249,                0.77857,                 1.3809,             0.00088565,             0.00088565,             0.00088565
                    233,                 1.1147,                0.96841,                 1.5036,                0.94798,                0.99521,                 0.9916,                0.74461,                0.97782,                0.81319,                  1.399,             0.00088516,             0.00088516,             0.00088516
                    234,                 1.2063,                 1.1204,                 1.5983,                0.93945,                0.99738,                0.99292,                 0.7496,                0.97791,                0.85399,                 1.4084,             0.00088466,             0.00088466,             0.00088466
                    235,                 1.1788,                 1.0341,                 1.5738,                0.95835,                0.98475,                0.99292,                0.75397,                0.95444,                0.82861,                 1.4075,             0.00088417,             0.00088417,             0.00088417
                    236,                  1.037,                0.95346,                 1.4682,                0.95171,                0.98519,                0.99438,                0.75143,                 1.0084,                0.89775,                 1.4467,             0.00088368,             0.00088368,             0.00088368
                    237,                 1.1582,                 1.0413,                 1.5506,                0.96211,                0.97066,                0.99375,                0.75798,                0.94741,                0.92363,                  1.433,             0.00088318,             0.00088318,             0.00088318
                    238,                 1.1151,                 1.0151,                 1.5194,                0.93949,                0.98954,                0.99187,                0.75387,                0.90783,                0.89369,                 1.4224,             0.00088268,             0.00088268,             0.00088268
                    239,                 1.1835,                 1.0301,                 1.6254,                0.95771,                0.97664,                0.99245,                 0.7698,                0.86516,                0.78157,                 1.3659,             0.00088219,             0.00088219,             0.00088219
                    240,                 1.0769,                0.95704,                  1.495,                0.95832,                0.93096,                0.99123,                0.79931,                0.82873,                0.79534,                 1.3049,              0.0008817,              0.0008817,              0.0008817
                    241,                   1.07,                0.96526,                 1.4725,                 0.9302,                0.96704,                0.98986,                0.77883,                0.87287,                0.81011,                 1.3126,              0.0008812,              0.0008812,              0.0008812
                    242,                 1.0983,                0.90233,                 1.5375,                0.97076,                0.95791,                0.98808,                0.77294,                0.91924,                 0.7537,                 1.3094,              0.0008807,              0.0008807,              0.0008807
                    243,                 1.0486,                0.96594,                 1.4821,                0.97249,                0.96838,                0.99212,                0.80074,                0.80381,                0.71824,                 1.2787,             0.00088021,             0.00088021,             0.00088021
                    244,                 1.1029,                 1.0179,                 1.5269,                0.97095,                0.98735,                0.98948,                0.80025,                0.80087,                0.69934,                 1.2676,             0.00087971,             0.00087971,             0.00087971
                    245,                 1.0839,                0.96703,                 1.4986,                 0.9635,                0.96476,                0.98667,                0.79934,                0.78359,                0.71053,                 1.2755,             0.00087922,             0.00087922,             0.00087922
                    246,                 1.1252,                0.98676,                 1.5341,                0.92417,                0.93256,                0.98495,                0.76646,                0.86941,                0.80551,                 1.3645,             0.00087873,             0.00087873,             0.00087873
                    247,                 1.1454,                 1.0045,                 1.5689,                0.95726,                0.92709,                0.98632,                0.74405,                0.95301,                0.79666,                 1.4273,             0.00087823,             0.00087823,             0.00087823
                    248,                 1.1806,                 1.0052,                 1.5598,                0.97242,                0.95947,                0.99292,                0.77746,                0.89526,                0.72321,                 1.3306,             0.00087774,             0.00087774,             0.00087774
                    249,                 1.0637,                 0.9864,                 1.4626,                0.90899,                0.95548,                0.99083,                0.79046,                0.84601,                0.74521,                 1.2987,             0.00087724,             0.00087724,             0.00087724
                    250,                 1.1096,                 1.0229,                 1.5364,                0.96578,                0.97756,                0.99229,                0.74192,                0.99842,                 0.7761,                 1.4145,             0.00087675,             0.00087675,             0.00087675
                    251,                 1.0861,                0.91848,                 1.5013,                0.97376,                0.98889,                0.99375,                0.76578,                0.92876,                0.76777,                 1.3571,             0.00087625,             0.00087625,             0.00087625
                    252,                 1.2194,                  1.067,                  1.603,                 0.9688,                0.97562,                0.99305,                0.77401,                0.88347,                0.75329,                 1.3071,             0.00087576,             0.00087576,             0.00087576
                    253,                 1.1735,                 1.0808,                 1.5511,                0.96297,                0.95304,                0.99302,                0.76258,                0.90887,                 0.7993,                 1.3855,             0.00087526,             0.00087526,             0.00087526
                    254,                 1.2512,                 1.0591,                 1.6372,                 0.9519,                 0.9704,                0.99375,                0.67245,                 1.2308,                0.85574,                 1.6633,             0.00087476,             0.00087476,             0.00087476
                    255,                 1.1899,                 1.0401,                 1.6232,                0.97275,                0.98855,                0.99382,                 0.7549,                0.95249,                0.75265,                  1.434,             0.00087427,             0.00087427,             0.00087427
                    256,                 1.2272,                0.96359,                 1.5881,                0.97548,                 0.9733,                0.99245,                0.72876,                 1.0382,                0.77675,                 1.4015,             0.00087378,             0.00087378,             0.00087378
                    257,                 1.2312,                0.95791,                 1.5239,                  0.979,                0.98509,                0.99305,                0.75257,                0.95994,                 0.7811,                  1.367,             0.00087328,             0.00087328,             0.00087328
                    258,                 1.1336,                0.90585,                 1.5186,                0.93983,                0.97479,                0.99247,                0.77796,                0.87362,                0.78174,                 1.3581,             0.00087278,             0.00087278,             0.00087278
                    259,                  1.071,                0.89045,                 1.5091,                0.92355,                 0.9652,                0.99302,                0.78454,                0.85853,                0.78802,                 1.3128,             0.00087229,             0.00087229,             0.00087229
                    260,                 1.0952,                0.94156,                 1.4898,                0.96227,                0.97902,                0.99382,                0.77723,                0.89171,                0.75949,                 1.2771,              0.0008718,              0.0008718,              0.0008718
                    261,                 1.2069,                0.99127,                 1.5604,                0.96728,                0.96952,                  0.995,                0.77236,                0.90579,                 0.7439,                 1.2883,              0.0008713,              0.0008713,              0.0008713
                    262,                 1.1863,                 0.9327,                 1.5364,                0.95856,                0.98187,                0.99437,                0.75075,                0.90672,                0.76464,                 1.3301,              0.0008708,              0.0008708,              0.0008708
                    263,                 1.1278,                0.91124,                 1.5614,                0.96507,                0.99145,                  0.995,                0.77798,                0.84807,                 0.7987,                 1.2907,             0.00087031,             0.00087031,             0.00087031
                    264,                 1.1646,                 1.0094,                 1.5173,                0.97295,                 0.9876,                  0.995,                0.77113,                 0.9141,                0.76026,                 1.3157,             0.00086982,             0.00086982,             0.00086982
                    265,                 1.0808,                0.88215,                 1.4798,                0.98388,                0.97985,                0.99437,                0.78153,                0.90344,                0.69212,                 1.3146,             0.00086932,             0.00086932,             0.00086932
                    266,                 1.1218,                 1.0529,                 1.5067,                0.98347,                0.98747,                  0.995,                 0.8037,                0.80645,                0.70228,                 1.2785,             0.00086882,             0.00086882,             0.00086882
                    267,                 1.0411,                0.91862,                 1.4712,                0.98574,                0.98153,                0.99437,                0.80345,                0.80841,                0.70288,                 1.2629,             0.00086833,             0.00086833,             0.00086833
                    268,                 1.0462,                0.90127,                 1.4509,                0.97984,                0.97723,                0.99437,                0.79863,                0.81171,                0.68766,                 1.2694,             0.00086784,             0.00086784,             0.00086784
                    269,                  1.144,                0.98995,                 1.5148,                0.98701,                0.96137,                0.99382,                0.80819,                0.79477,                0.68271,                 1.2738,             0.00086734,             0.00086734,             0.00086734
                    270,                 1.1079,                 0.9207,                 1.4837,                0.96987,                0.98889,                0.99382,                0.79033,                0.83085,                0.70012,                  1.296,             0.00086684,             0.00086684,             0.00086684
                    271,                 1.1559,                 1.0695,                 1.5503,                0.97717,                0.98588,                0.99382,                0.78345,                 0.8426,                0.68969,                    1.3,             0.00086635,             0.00086635,             0.00086635
                    272,                 1.0714,                 1.0008,                 1.5673,                0.93117,                0.96746,                0.99305,                0.81496,                0.79112,                0.71893,                 1.2176,             0.00086586,             0.00086586,             0.00086586
                    273,                 1.1125,                 1.0394,                 1.5043,                0.91183,                0.96861,                0.99438,                0.79337,                 0.8268,                0.73448,                  1.233,             0.00086536,             0.00086536,             0.00086536
                    274,                0.98328,                0.88455,                 1.3961,                0.96188,                0.97032,                0.99375,                0.80344,                0.78344,                0.66677,                 1.2352,             0.00086486,             0.00086486,             0.00086486
                    275,                 1.0631,                0.90481,                 1.4787,                0.95501,                 0.9798,                0.99437,                0.78466,                 0.8513,                0.69082,                 1.2758,             0.00086437,             0.00086437,             0.00086437
                    276,                 1.0463,                0.92799,                 1.4738,                0.97793,                0.98242,                0.99437,                 0.7886,                0.89655,                0.66974,                 1.2826,             0.00086388,             0.00086388,             0.00086388
                    277,                 1.0904,                 0.9222,                 1.5062,                0.96833,                0.98714,                0.99292,                0.75991,                0.98785,                0.70096,                  1.339,             0.00086338,             0.00086338,             0.00086338
                    278,                 1.0932,                0.92012,                 1.4784,                0.93304,                0.91728,                 0.9916,                0.73478,                 1.0389,                 0.8134,                 1.4179,             0.00086288,             0.00086288,             0.00086288
                    279,                 1.1664,                 1.0563,                 1.5878,                0.85865,                0.91408,                0.98079,                0.72584,                 1.0099,                0.89271,                 1.4149,             0.00086239,             0.00086239,             0.00086239
                    280,                 1.0572,                0.85869,                 1.4363,                0.87044,                 0.9002,                0.97999,                0.75696,                 0.9085,                0.86128,                 1.3547,              0.0008619,              0.0008619,              0.0008619
                    281,                 1.0517,                0.93655,                 1.4636,                0.95192,                0.88874,                0.98749,                0.78482,                0.84248,                0.78276,                 1.3364,              0.0008614,              0.0008614,              0.0008614
                    282,                 1.0975,                0.97745,                 1.5246,                0.94634,                0.98118,                0.99229,                0.80372,                 0.7885,                0.73146,                 1.2925,              0.0008609,              0.0008609,              0.0008609
                    283,                 1.1322,                0.96791,                  1.547,                0.97766,                0.98729,                0.99229,                0.80538,                0.80221,                0.70952,                 1.2565,             0.00086041,             0.00086041,             0.00086041
                    284,                 1.0327,                0.88353,                 1.4639,                0.96481,                0.99039,                  0.995,                 0.7732,                0.89593,                0.77056,                 1.3094,             0.00085992,             0.00085992,             0.00085992
                    285,                 1.0464,                0.90878,                 1.4558,                0.96484,                0.99418,                  0.995,                0.78647,                0.87311,                0.74108,                 1.3074,             0.00085942,             0.00085942,             0.00085942
                    286,                 1.1223,                 1.0761,                 1.5293,                0.95605,                0.99924,                  0.995,                0.80625,                0.80922,                0.68222,                 1.2638,             0.00085893,             0.00085893,             0.00085893
                    287,                 1.0868,                0.85456,                 1.4526,                0.95226,                      1,                  0.995,                0.80463,                0.79624,                0.69474,                 1.2543,             0.00085843,             0.00085843,             0.00085843
                    288,                0.98814,                0.86251,                 1.4107,                0.95846,                0.99554,                  0.995,                0.81537,                0.76894,                0.67226,                 1.2234,             0.00085793,             0.00085793,             0.00085793
                    289,                 1.0823,                0.97838,                  1.489,                0.97821,                0.98987,                  0.995,                0.82713,                 0.7385,                0.64071,                  1.209,             0.00085744,             0.00085744,             0.00085744
                    290,                 1.0524,                0.88426,                 1.4552,                0.97025,                0.98281,                0.99438,                0.81285,                0.78667,                 0.6862,                 1.2627,             0.00085695,             0.00085695,             0.00085695
                    291,                 1.0517,                0.93267,                 1.4946,                0.98524,                0.99231,                  0.995,                0.79443,                0.81655,                0.69535,                 1.2864,             0.00085645,             0.00085645,             0.00085645
                    292,                 1.0016,                0.91752,                 1.4368,                0.97227,                0.99403,                  0.995,                 0.7751,                0.85486,                0.73011,                 1.2823,             0.00085596,             0.00085596,             0.00085596
                    293,                 1.2173,                0.95866,                 1.5528,                0.98165,                0.98793,                  0.995,                0.79611,                0.79774,                0.72088,                 1.3012,             0.00085546,             0.00085546,             0.00085546
                    294,                 1.0755,                0.86143,                 1.4778,                0.96246,                 0.9949,                0.99365,                0.72261,                 1.0419,                0.75432,                 1.4803,             0.00085497,             0.00085497,             0.00085497
                    295,                 1.0618,                0.82088,                 1.4928,                0.95988,                0.99848,                  0.995,                0.75366,                0.92044,                0.70499,                 1.3699,             0.00085447,             0.00085447,             0.00085447
                    296,                  1.104,                0.96618,                 1.5059,                0.98258,                0.99045,                  0.995,                0.75863,                0.86695,                0.82481,                 1.3075,             0.00085398,             0.00085398,             0.00085398
                    297,                 1.1128,                0.97143,                 1.5062,                0.97606,                0.99063,                  0.995,                0.76172,                0.85901,                0.87436,                 1.3062,             0.00085348,             0.00085348,             0.00085348
                    298,                 1.0442,                0.95295,                 1.4253,                 0.9431,                0.96119,                0.99083,                0.76533,                0.89556,                0.88073,                 1.3436,             0.00085299,             0.00085299,             0.00085299
                    299,                 1.1349,                 1.0021,                 1.5556,                0.94681,                0.97841,                0.99438,                0.77095,                0.86882,                0.76193,                 1.3012,             0.00085249,             0.00085249,             0.00085249
                    300,                 1.0154,                0.83964,                  1.358,                0.98853,                0.98198,                  0.995,                0.79272,                0.80276,                0.63897,                 1.2279,               0.000852,               0.000852,               0.000852
                    301,                 1.0375,                0.91427,                  1.409,                0.97382,                0.97236,                0.99302,                0.80043,                0.76991,                0.64226,                 1.2198,              0.0008515,              0.0008515,              0.0008515
                    302,                 1.0499,                0.88081,                 1.4462,                 0.9412,                0.98389,                0.98199,                0.76693,                0.88043,                0.68991,                 1.3013,             0.00085101,             0.00085101,             0.00085101
                    303,                 1.0425,                0.86788,                 1.4148,                0.96598,                0.98203,                0.99042,                0.79709,                0.83828,                0.66955,                 1.2657,             0.00085051,             0.00085051,             0.00085051
                    304,                 1.0226,                0.85099,                 1.4301,                0.97321,                0.98787,                0.99212,                0.81224,                0.79297,                0.64263,                 1.2323,             0.00085002,             0.00085002,             0.00085002
                    305,                 1.0265,                0.88969,                 1.4249,                0.97251,                 0.9875,                0.99256,                0.81936,                0.77169,                0.63794,                 1.2218,             0.00084952,             0.00084952,             0.00084952
                    306,                0.98624,                0.81987,                 1.3886,                0.95838,                0.99626,                0.99227,                  0.809,                0.79515,                 0.6564,                 1.2636,             0.00084902,             0.00084902,             0.00084902
                    307,                 1.0894,                0.92958,                 1.5016,                0.96284,                      1,                0.99292,                0.81561,                0.78237,                0.64662,                 1.2692,             0.00084853,             0.00084853,             0.00084853
                    308,                0.97666,                0.83039,                 1.3974,                0.97019,                      1,                  0.995,                0.77615,                0.89439,                0.65249,                 1.3218,             0.00084804,             0.00084804,             0.00084804
                    309,                 1.0572,                 0.9029,                 1.4608,                0.96612,                 0.9998,                  0.995,                0.78802,                 0.8789,                0.63086,                 1.3007,             0.00084754,             0.00084754,             0.00084754
                    310,                 1.0801,                0.93727,                  1.516,                0.96711,                0.97697,                  0.995,                0.79529,                0.82249,                0.66785,                 1.2787,             0.00084705,             0.00084705,             0.00084705
                    311,                 1.0304,                0.87705,                 1.4462,                0.93239,                0.98096,                  0.995,                0.81176,                0.78166,                0.69152,                 1.2578,             0.00084655,             0.00084655,             0.00084655
                    312,                  1.004,                0.87584,                 1.3949,                 0.9574,                0.97145,                0.99111,                0.78829,                 0.8756,                0.67697,                 1.2919,             0.00084606,             0.00084606,             0.00084606
                    313,                 1.0398,                0.80541,                 1.4365,                0.90462,                0.96206,                0.98872,                0.79375,                0.83478,                0.76387,                 1.2882,             0.00084556,             0.00084556,             0.00084556
                    314,                 0.9736,                0.78787,                 1.4043,                0.86198,                0.94661,                0.97865,                0.76135,                0.89864,                0.98087,                 1.3328,             0.00084507,             0.00084507,             0.00084507
                    315,                 1.0463,                0.85522,                 1.4611,                0.84792,                0.94185,                0.97732,                0.76839,                0.86359,                 0.9355,                 1.3089,             0.00084457,             0.00084457,             0.00084457
                    316,                0.99292,                0.82715,                 1.4479,                0.84348,                0.94074,                0.96939,                0.78162,                0.81177,                0.82743,                 1.3115,             0.00084408,             0.00084408,             0.00084408
                    317,                 1.1029,                0.84643,                 1.5371,                0.81697,                0.90718,                0.96246,                0.79219,                 0.7845,                0.82593,                 1.2963,             0.00084358,             0.00084358,             0.00084358
                    318,                 0.9908,                0.82691,                 1.4087,                0.78963,                0.95885,                0.95598,                 0.7999,                 0.7485,                0.78648,                  1.228,             0.00084309,             0.00084309,             0.00084309
